,county,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cases,deaths,driving,transit,walking
7976,Madison,2020-04-09,,,,-33.0,-29.0,,14.0,1.0,58.73,21.81,57.22
7977,Madison,2020-04-09,,,,-33.0,-29.0,,2.0,0.0,58.73,21.81,57.22
7978,Madison,2020-04-09,,,,-33.0,-29.0,,88.0,2.0,58.73,21.81,57.22
7979,Madison,2020-04-09,,,,-33.0,-29.0,,1.0,0.0,58.73,21.81,57.22
7980,Madison,2020-04-09,,,,-33.0,-29.0,,8.0,1.0,58.73,21.81,57.22
7981,Madison,2020-04-09,,,,-33.0,-29.0,,6.0,2.0,58.73,21.81,57.22
7982,Madison,2020-04-09,,,,-33.0,-29.0,,91.0,1.0,58.73,21.81,57.22
7983,Madison,2020-04-09,,,,-33.0,-29.0,,21.0,2.0,58.73,21.81,57.22
7984,Madison,2020-04-09,,,,-33.0,-29.0,,47.0,0.0,58.73,21.81,57.22
7985,Madison,2020-04-09,,,,-33.0,-29.0,,1.0,0.0,58.73,21.81,57.22
7986,Madison,2020-04-09,,,,-33.0,-29.0,,5.0,0.0,58.73,21.81,57.22
7987,Madison,2020-04-09,,,,,-43.0,,177.0,3.0,58.73,21.81,57.22
7988,Madison,2020-04-09,,,,,-43.0,,1.0,0.0,58.73,21.81,57.22
7989,Madison,2020-04-09,,,,,-43.0,,12.0,0.0,58.73,21.81,57.22
7990,Madison,2020-04-09,,,,,-43.0,,10.0,1.0,58.73,21.81,57.22
7991,Madison,2020-04-09,,,,,-43.0,,6.0,0.0,58.73,21.81,57.22
7992,Madison,2020-04-09,,,,,-43.0,,89.0,2.0,58.73,21.81,57.22
7993,Madison,2020-04-09,,,,,-43.0,,146.0,11.0,58.73,21.81,57.22
7994,Madison,2020-04-09,,,,,-43.0,,1.0,0.0,58.73,21.81,57.22
7995,Madison,2020-04-09,,,,,-43.0,,14.0,1.0,58.73,21.81,57.22
7996,Madison,2020-04-09,,,,,-43.0,,2.0,0.0,58.73,21.81,57.22
7997,Madison,2020-04-09,,,,,-43.0,,88.0,2.0,58.73,21.81,57.22
7998,Madison,2020-04-09,,,,,-43.0,,1.0,0.0,58.73,21.81,57.22
7999,Madison,2020-04-09,,,,,-43.0,,8.0,1.0,58.73,21.81,57.22
8000,Madison,2020-04-09,,,,,-43.0,,6.0,2.0,58.73,21.81,57.22
8001,Madison,2020-04-09,,,,,-43.0,,91.0,1.0,58.73,21.81,57.22
8002,Madison,2020-04-09,,,,,-43.0,,21.0,2.0,58.73,21.81,57.22
8003,Madison,2020-04-09,,,,,-43.0,,47.0,0.0,58.73,21.81,57.22
8004,Madison,2020-04-09,,,,,-43.0,,1.0,0.0,58.73,21.81,57.22
8005,Madison,2020-04-09,,,,,-43.0,,5.0,0.0,58.73,21.81,57.22
8006,Madison,2020-04-09,-29.0,,,,-57.0,15.0,177.0,3.0,58.73,21.81,57.22
8007,Madison,2020-04-09,-29.0,,,,-57.0,15.0,1.0,0.0,58.73,21.81,57.22
8008,Madison,2020-04-09,-29.0,,,,-57.0,15.0,12.0,0.0,58.73,21.81,57.22
8009,Madison,2020-04-09,-29.0,,,,-57.0,15.0,10.0,1.0,58.73,21.81,57.22
8010,Madison,2020-04-09,-29.0,,,,-57.0,15.0,6.0,0.0,58.73,21.81,57.22
8011,Madison,2020-04-09,-29.0,,,,-57.0,15.0,89.0,2.0,58.73,21.81,57.22
8012,Madison,2020-04-09,-29.0,,,,-57.0,15.0,146.0,11.0,58.73,21.81,57.22
8013,Madison,2020-04-09,-29.0,,,,-57.0,15.0,1.0,0.0,58.73,21.81,57.22
8014,Madison,2020-04-09,-29.0,,,,-57.0,15.0,14.0,1.0,58.73,21.81,57.22
8015,Madison,2020-04-09,-29.0,,,,-57.0,15.0,2.0,0.0,58.73,21.81,57.22
8016,Madison,2020-04-09,-29.0,,,,-57.0,15.0,88.0,2.0,58.73,21.81,57.22
8017,Madison,2020-04-09,-29.0,,,,-57.0,15.0,1.0,0.0,58.73,21.81,57.22
8018,Madison,2020-04-09,-29.0,,,,-57.0,15.0,8.0,1.0,58.73,21.81,57.22
8019,Madison,2020-04-09,-29.0,,,,-57.0,15.0,6.0,2.0,58.73,21.81,57.22
8020,Madison,2020-04-09,-29.0,,,,-57.0,15.0,91.0,1.0,58.73,21.81,57.22
8021,Madison,2020-04-09,-29.0,,,,-57.0,15.0,21.0,2.0,58.73,21.81,57.22
8022,Madison,2020-04-09,-29.0,,,,-57.0,15.0,47.0,0.0,58.73,21.81,57.22
8023,Madison,2020-04-09,-29.0,,,,-57.0,15.0,1.0,0.0,58.73,21.81,57.22
8024,Madison,2020-04-09,-29.0,,,,-57.0,15.0,5.0,0.0,58.73,21.81,57.22
8025,Madison,2020-04-09,-33.0,-6.0,35.0,-21.0,-48.0,19.0,177.0,3.0,58.73,21.81,57.22
8026,Madison,2020-04-09,-33.0,-6.0,35.0,-21.0,-48.0,19.0,1.0,0.0,58.73,21.81,57.22
8027,Madison,2020-04-09,-33.0,-6.0,35.0,-21.0,-48.0,19.0,12.0,0.0,58.73,21.81,57.22
8028,Madison,2020-04-09,-33.0,-6.0,35.0,-21.0,-48.0,19.0,10.0,1.0,58.73,21.81,57.22
8029,Madison,2020-04-09,-33.0,-6.0,35.0,-21.0,-48.0,19.0,6.0,0.0,58.73,21.81,57.22
8030,Madison,2020-04-09,-33.0,-6.0,35.0,-21.0,-48.0,19.0,89.0,2.0,58.73,21.81,57.22
8031,Madison,2020-04-09,-33.0,-6.0,35.0,-21.0,-48.0,19.0,146.0,11.0,58.73,21.81,57.22
8032,Madison,2020-04-09,-33.0,-6.0,35.0,-21.0,-48.0,19.0,1.0,0.0,58.73,21.81,57.22
8033,Madison,2020-04-09,-33.0,-6.0,35.0,-21.0,-48.0,19.0,14.0,1.0,58.73,21.81,57.22
8034,Madison,2020-04-09,-33.0,-6.0,35.0,-21.0,-48.0,19.0,2.0,0.0,58.73,21.81,57.22
8035,Madison,2020-04-09,-33.0,-6.0,35.0,-21.0,-48.0,19.0,88.0,2.0,58.73,21.81,57.22
8036,Madison,2020-04-09,-33.0,-6.0,35.0,-21.0,-48.0,19.0,1.0,0.0,58.73,21.81,57.22
8037,Madison,2020-04-09,-33.0,-6.0,35.0,-21.0,-48.0,19.0,8.0,1.0,58.73,21.81,57.22
8038,Madison,2020-04-09,-33.0,-6.0,35.0,-21.0,-48.0,19.0,6.0,2.0,58.73,21.81,57.22
8039,Madison,2020-04-09,-33.0,-6.0,35.0,-21.0,-48.0,19.0,91.0,1.0,58.73,21.81,57.22
8040,Madison,2020-04-09,-33.0,-6.0,35.0,-21.0,-48.0,19.0,21.0,2.0,58.73,21.81,57.22
8041,Madison,2020-04-09,-33.0,-6.0,35.0,-21.0,-48.0,19.0,47.0,0.0,58.73,21.81,57.22
8042,Madison,2020-04-09,-33.0,-6.0,35.0,-21.0,-48.0,19.0,1.0,0.0,58.73,21.81,57.22
8043,Madison,2020-04-09,-33.0,-6.0,35.0,-21.0,-48.0,19.0,5.0,0.0,58.73,21.81,57.22
8044,Madison,2020-04-09,-38.0,-3.0,,-30.0,-48.0,17.0,177.0,3.0,58.73,21.81,57.22
8045,Madison,2020-04-09,-38.0,-3.0,,-30.0,-48.0,17.0,1.0,0.0,58.73,21.81,57.22
8046,Madison,2020-04-09,-38.0,-3.0,,-30.0,-48.0,17.0,12.0,0.0,58.73,21.81,57.22
8047,Madison,2020-04-09,-38.0,-3.0,,-30.0,-48.0,17.0,10.0,1.0,58.73,21.81,57.22
8048,Madison,2020-04-09,-38.0,-3.0,,-30.0,-48.0,17.0,6.0,0.0,58.73,21.81,57.22
8049,Madison,2020-04-09,-38.0,-3.0,,-30.0,-48.0,17.0,89.0,2.0,58.73,21.81,57.22
8050,Madison,2020-04-09,-38.0,-3.0,,-30.0,-48.0,17.0,146.0,11.0,58.73,21.81,57.22
8051,Madison,2020-04-09,-38.0,-3.0,,-30.0,-48.0,17.0,1.0,0.0,58.73,21.81,57.22
8052,Madison,2020-04-09,-38.0,-3.0,,-30.0,-48.0,17.0,14.0,1.0,58.73,21.81,57.22
8053,Madison,2020-04-09,-38.0,-3.0,,-30.0,-48.0,17.0,2.0,0.0,58.73,21.81,57.22
8054,Madison,2020-04-09,-38.0,-3.0,,-30.0,-48.0,17.0,88.0,2.0,58.73,21.81,57.22
8055,Madison,2020-04-09,-38.0,-3.0,,-30.0,-48.0,17.0,1.0,0.0,58.73,21.81,57.22
8056,Madison,2020-04-09,-38.0,-3.0,,-30.0,-48.0,17.0,8.0,1.0,58.73,21.81,57.22
8057,Madison,2020-04-09,-38.0,-3.0,,-30.0,-48.0,17.0,6.0,2.0,58.73,21.81,57.22
8058,Madison,2020-04-09,-38.0,-3.0,,-30.0,-48.0,17.0,91.0,1.0,58.73,21.81,57.22
8059,Madison,2020-04-09,-38.0,-3.0,,-30.0,-48.0,17.0,21.0,2.0,58.73,21.81,57.22
8060,Madison,2020-04-09,-38.0,-3.0,,-30.0,-48.0,17.0,47.0,0.0,58.73,21.81,57.22
8061,Madison,2020-04-09,-38.0,-3.0,,-30.0,-48.0,17.0,1.0,0.0,58.73,21.81,57.22
8062,Madison,2020-04-09,-38.0,-3.0,,-30.0,-48.0,17.0,5.0,0.0,58.73,21.81,57.22
8063,Madison,2020-04-09,,,,,-45.0,,177.0,3.0,58.73,21.81,57.22
8064,Madison,2020-04-09,,,,,-45.0,,1.0,0.0,58.73,21.81,57.22
8065,Madison,2020-04-09,,,,,-45.0,,12.0,0.0,58.73,21.81,57.22
8066,Madison,2020-04-09,,,,,-45.0,,10.0,1.0,58.73,21.81,57.22
8067,Madison,2020-04-09,,,,,-45.0,,6.0,0.0,58.73,21.81,57.22
8068,Madison,2020-04-09,,,,,-45.0,,89.0,2.0,58.73,21.81,57.22
8069,Madison,2020-04-09,,,,,-45.0,,146.0,11.0,58.73,21.81,57.22
8070,Madison,2020-04-09,,,,,-45.0,,1.0,0.0,58.73,21.81,57.22
8071,Madison,2020-04-09,,,,,-45.0,,14.0,1.0,58.73,21.81,57.22
8072,Madison,2020-04-09,,,,,-45.0,,2.0,0.0,58.73,21.81,57.22
8073,Madison,2020-04-09,,,,,-45.0,,88.0,2.0,58.73,21.81,57.22
8074,Madison,2020-04-09,,,,,-45.0,,1.0,0.0,58.73,21.81,57.22
8075,Madison,2020-04-09,,,,,-45.0,,8.0,1.0,58.73,21.81,57.22
8076,Madison,2020-04-09,,,,,-45.0,,6.0,2.0,58.73,21.81,57.22
8077,Madison,2020-04-09,,,,,-45.0,,91.0,1.0,58.73,21.81,57.22
8078,Madison,2020-04-09,,,,,-45.0,,21.0,2.0,58.73,21.81,57.22
8079,Madison,2020-04-09,,,,,-45.0,,47.0,0.0,58.73,21.81,57.22
8080,Madison,2020-04-09,,,,,-45.0,,1.0,0.0,58.73,21.81,57.22
8081,Madison,2020-04-09,,,,,-45.0,,5.0,0.0,58.73,21.81,57.22
8082,Madison,2020-04-09,-36.0,-6.0,,-7.0,-53.0,20.0,177.0,3.0,58.73,21.81,57.22
8083,Madison,2020-04-09,-36.0,-6.0,,-7.0,-53.0,20.0,1.0,0.0,58.73,21.81,57.22
8084,Madison,2020-04-09,-36.0,-6.0,,-7.0,-53.0,20.0,12.0,0.0,58.73,21.81,57.22
8085,Madison,2020-04-09,-36.0,-6.0,,-7.0,-53.0,20.0,10.0,1.0,58.73,21.81,57.22
8086,Madison,2020-04-09,-36.0,-6.0,,-7.0,-53.0,20.0,6.0,0.0,58.73,21.81,57.22
8087,Madison,2020-04-09,-36.0,-6.0,,-7.0,-53.0,20.0,89.0,2.0,58.73,21.81,57.22
8088,Madison,2020-04-09,-36.0,-6.0,,-7.0,-53.0,20.0,146.0,11.0,58.73,21.81,57.22
8089,Madison,2020-04-09,-36.0,-6.0,,-7.0,-53.0,20.0,1.0,0.0,58.73,21.81,57.22
8090,Madison,2020-04-09,-36.0,-6.0,,-7.0,-53.0,20.0,14.0,1.0,58.73,21.81,57.22
8091,Madison,2020-04-09,-36.0,-6.0,,-7.0,-53.0,20.0,2.0,0.0,58.73,21.81,57.22
8092,Madison,2020-04-09,-36.0,-6.0,,-7.0,-53.0,20.0,88.0,2.0,58.73,21.81,57.22
8093,Madison,2020-04-09,-36.0,-6.0,,-7.0,-53.0,20.0,1.0,0.0,58.73,21.81,57.22
8094,Madison,2020-04-09,-36.0,-6.0,,-7.0,-53.0,20.0,8.0,1.0,58.73,21.81,57.22
8095,Madison,2020-04-09,-36.0,-6.0,,-7.0,-53.0,20.0,6.0,2.0,58.73,21.81,57.22
8096,Madison,2020-04-09,-36.0,-6.0,,-7.0,-53.0,20.0,91.0,1.0,58.73,21.81,57.22
8097,Madison,2020-04-09,-36.0,-6.0,,-7.0,-53.0,20.0,21.0,2.0,58.73,21.81,57.22
8098,Madison,2020-04-09,-36.0,-6.0,,-7.0,-53.0,20.0,47.0,0.0,58.73,21.81,57.22
8099,Madison,2020-04-09,-36.0,-6.0,,-7.0,-53.0,20.0,1.0,0.0,58.73,21.81,57.22
8100,Madison,2020-04-09,-36.0,-6.0,,-7.0,-53.0,20.0,5.0,0.0,58.73,21.81,57.22
8101,Madison,2020-04-09,-34.0,-4.0,,-26.0,-52.0,23.0,177.0,3.0,58.73,21.81,57.22
8102,Madison,2020-04-09,-34.0,-4.0,,-26.0,-52.0,23.0,1.0,0.0,58.73,21.81,57.22
8103,Madison,2020-04-09,-34.0,-4.0,,-26.0,-52.0,23.0,12.0,0.0,58.73,21.81,57.22
8104,Madison,2020-04-09,-34.0,-4.0,,-26.0,-52.0,23.0,10.0,1.0,58.73,21.81,57.22
8105,Madison,2020-04-09,-34.0,-4.0,,-26.0,-52.0,23.0,6.0,0.0,58.73,21.81,57.22
8106,Madison,2020-04-09,-34.0,-4.0,,-26.0,-52.0,23.0,89.0,2.0,58.73,21.81,57.22
8107,Madison,2020-04-09,-34.0,-4.0,,-26.0,-52.0,23.0,146.0,11.0,58.73,21.81,57.22
8108,Madison,2020-04-09,-34.0,-4.0,,-26.0,-52.0,23.0,1.0,0.0,58.73,21.81,57.22
8109,Madison,2020-04-09,-34.0,-4.0,,-26.0,-52.0,23.0,14.0,1.0,58.73,21.81,57.22
8110,Madison,2020-04-09,-34.0,-4.0,,-26.0,-52.0,23.0,2.0,0.0,58.73,21.81,57.22
8111,Madison,2020-04-09,-34.0,-4.0,,-26.0,-52.0,23.0,88.0,2.0,58.73,21.81,57.22
8112,Madison,2020-04-09,-34.0,-4.0,,-26.0,-52.0,23.0,1.0,0.0,58.73,21.81,57.22
8113,Madison,2020-04-09,-34.0,-4.0,,-26.0,-52.0,23.0,8.0,1.0,58.73,21.81,57.22
8114,Madison,2020-04-09,-34.0,-4.0,,-26.0,-52.0,23.0,6.0,2.0,58.73,21.81,57.22
8115,Madison,2020-04-09,-34.0,-4.0,,-26.0,-52.0,23.0,91.0,1.0,58.73,21.81,57.22
8116,Madison,2020-04-09,-34.0,-4.0,,-26.0,-52.0,23.0,21.0,2.0,58.73,21.81,57.22
8117,Madison,2020-04-09,-34.0,-4.0,,-26.0,-52.0,23.0,47.0,0.0,58.73,21.81,57.22
8118,Madison,2020-04-09,-34.0,-4.0,,-26.0,-52.0,23.0,1.0,0.0,58.73,21.81,57.22
8119,Madison,2020-04-09,-34.0,-4.0,,-26.0,-52.0,23.0,5.0,0.0,58.73,21.81,57.22
8120,Madison,2020-04-09,,,,,-35.0,,177.0,3.0,58.73,21.81,57.22
8121,Madison,2020-04-09,,,,,-35.0,,1.0,0.0,58.73,21.81,57.22
8122,Madison,2020-04-09,,,,,-35.0,,12.0,0.0,58.73,21.81,57.22
8123,Madison,2020-04-09,,,,,-35.0,,10.0,1.0,58.73,21.81,57.22
8124,Madison,2020-04-09,,,,,-35.0,,6.0,0.0,58.73,21.81,57.22
8125,Madison,2020-04-09,,,,,-35.0,,89.0,2.0,58.73,21.81,57.22
8126,Madison,2020-04-09,,,,,-35.0,,146.0,11.0,58.73,21.81,57.22
8127,Madison,2020-04-09,,,,,-35.0,,1.0,0.0,58.73,21.81,57.22
8128,Madison,2020-04-09,,,,,-35.0,,14.0,1.0,58.73,21.81,57.22
8129,Madison,2020-04-09,,,,,-35.0,,2.0,0.0,58.73,21.81,57.22
8130,Madison,2020-04-09,,,,,-35.0,,88.0,2.0,58.73,21.81,57.22
8131,Madison,2020-04-09,,,,,-35.0,,1.0,0.0,58.73,21.81,57.22
8132,Madison,2020-04-09,,,,,-35.0,,8.0,1.0,58.73,21.81,57.22
8133,Madison,2020-04-09,,,,,-35.0,,6.0,2.0,58.73,21.81,57.22
8134,Madison,2020-04-09,,,,,-35.0,,91.0,1.0,58.73,21.81,57.22
8135,Madison,2020-04-09,,,,,-35.0,,21.0,2.0,58.73,21.81,57.22
8136,Madison,2020-04-09,,,,,-35.0,,47.0,0.0,58.73,21.81,57.22
8137,Madison,2020-04-09,,,,,-35.0,,1.0,0.0,58.73,21.81,57.22
8138,Madison,2020-04-09,,,,,-35.0,,5.0,0.0,58.73,21.81,57.22
8139,Madison,2020-04-09,,,,,-48.0,,177.0,3.0,58.73,21.81,57.22
8140,Madison,2020-04-09,,,,,-48.0,,1.0,0.0,58.73,21.81,57.22
8141,Madison,2020-04-09,,,,,-48.0,,12.0,0.0,58.73,21.81,57.22
8142,Madison,2020-04-09,,,,,-48.0,,10.0,1.0,58.73,21.81,57.22
8143,Madison,2020-04-09,,,,,-48.0,,6.0,0.0,58.73,21.81,57.22
8144,Madison,2020-04-09,,,,,-48.0,,89.0,2.0,58.73,21.81,57.22
8145,Madison,2020-04-09,,,,,-48.0,,146.0,11.0,58.73,21.81,57.22
8146,Madison,2020-04-09,,,,,-48.0,,1.0,0.0,58.73,21.81,57.22
8147,Madison,2020-04-09,,,,,-48.0,,14.0,1.0,58.73,21.81,57.22
8148,Madison,2020-04-09,,,,,-48.0,,2.0,0.0,58.73,21.81,57.22
8149,Madison,2020-04-09,,,,,-48.0,,88.0,2.0,58.73,21.81,57.22
8150,Madison,2020-04-09,,,,,-48.0,,1.0,0.0,58.73,21.81,57.22
8151,Madison,2020-04-09,,,,,-48.0,,8.0,1.0,58.73,21.81,57.22
8152,Madison,2020-04-09,,,,,-48.0,,6.0,2.0,58.73,21.81,57.22
8153,Madison,2020-04-09,,,,,-48.0,,91.0,1.0,58.73,21.81,57.22
8154,Madison,2020-04-09,,,,,-48.0,,21.0,2.0,58.73,21.81,57.22
8155,Madison,2020-04-09,,,,,-48.0,,47.0,0.0,58.73,21.81,57.22
8156,Madison,2020-04-09,,,,,-48.0,,1.0,0.0,58.73,21.81,57.22
8157,Madison,2020-04-09,,,,,-48.0,,5.0,0.0,58.73,21.81,57.22
8158,Madison,2020-04-09,-38.0,-12.0,,,-28.0,15.0,177.0,3.0,58.73,21.81,57.22
8159,Madison,2020-04-09,-38.0,-12.0,,,-28.0,15.0,1.0,0.0,58.73,21.81,57.22
8160,Madison,2020-04-09,-38.0,-12.0,,,-28.0,15.0,12.0,0.0,58.73,21.81,57.22
8161,Madison,2020-04-09,-38.0,-12.0,,,-28.0,15.0,10.0,1.0,58.73,21.81,57.22
8162,Madison,2020-04-09,-38.0,-12.0,,,-28.0,15.0,6.0,0.0,58.73,21.81,57.22
8163,Madison,2020-04-09,-38.0,-12.0,,,-28.0,15.0,89.0,2.0,58.73,21.81,57.22
8164,Madison,2020-04-09,-38.0,-12.0,,,-28.0,15.0,146.0,11.0,58.73,21.81,57.22
8165,Madison,2020-04-09,-38.0,-12.0,,,-28.0,15.0,1.0,0.0,58.73,21.81,57.22
8166,Madison,2020-04-09,-38.0,-12.0,,,-28.0,15.0,14.0,1.0,58.73,21.81,57.22
8167,Madison,2020-04-09,-38.0,-12.0,,,-28.0,15.0,2.0,0.0,58.73,21.81,57.22
8168,Madison,2020-04-09,-38.0,-12.0,,,-28.0,15.0,88.0,2.0,58.73,21.81,57.22
8169,Madison,2020-04-09,-38.0,-12.0,,,-28.0,15.0,1.0,0.0,58.73,21.81,57.22
8170,Madison,2020-04-09,-38.0,-12.0,,,-28.0,15.0,8.0,1.0,58.73,21.81,57.22
8171,Madison,2020-04-09,-38.0,-12.0,,,-28.0,15.0,6.0,2.0,58.73,21.81,57.22
8172,Madison,2020-04-09,-38.0,-12.0,,,-28.0,15.0,91.0,1.0,58.73,21.81,57.22
8173,Madison,2020-04-09,-38.0,-12.0,,,-28.0,15.0,21.0,2.0,58.73,21.81,57.22
8174,Madison,2020-04-09,-38.0,-12.0,,,-28.0,15.0,47.0,0.0,58.73,21.81,57.22
8175,Madison,2020-04-09,-38.0,-12.0,,,-28.0,15.0,1.0,0.0,58.73,21.81,57.22
8176,Madison,2020-04-09,-38.0,-12.0,,,-28.0,15.0,5.0,0.0,58.73,21.81,57.22
8177,Madison,2020-04-09,-40.0,-12.0,,-53.0,-51.0,23.0,177.0,3.0,58.73,21.81,57.22
8178,Madison,2020-04-09,-40.0,-12.0,,-53.0,-51.0,23.0,1.0,0.0,58.73,21.81,57.22
8179,Madison,2020-04-09,-40.0,-12.0,,-53.0,-51.0,23.0,12.0,0.0,58.73,21.81,57.22
8180,Madison,2020-04-09,-40.0,-12.0,,-53.0,-51.0,23.0,10.0,1.0,58.73,21.81,57.22
8181,Madison,2020-04-09,-40.0,-12.0,,-53.0,-51.0,23.0,6.0,0.0,58.73,21.81,57.22
8182,Madison,2020-04-09,-40.0,-12.0,,-53.0,-51.0,23.0,89.0,2.0,58.73,21.81,57.22
8183,Madison,2020-04-09,-40.0,-12.0,,-53.0,-51.0,23.0,146.0,11.0,58.73,21.81,57.22
8184,Madison,2020-04-09,-40.0,-12.0,,-53.0,-51.0,23.0,1.0,0.0,58.73,21.81,57.22
8185,Madison,2020-04-09,-40.0,-12.0,,-53.0,-51.0,23.0,14.0,1.0,58.73,21.81,57.22
8186,Madison,2020-04-09,-40.0,-12.0,,-53.0,-51.0,23.0,2.0,0.0,58.73,21.81,57.22
8187,Madison,2020-04-09,-40.0,-12.0,,-53.0,-51.0,23.0,88.0,2.0,58.73,21.81,57.22
8188,Madison,2020-04-09,-40.0,-12.0,,-53.0,-51.0,23.0,1.0,0.0,58.73,21.81,57.22
8189,Madison,2020-04-09,-40.0,-12.0,,-53.0,-51.0,23.0,8.0,1.0,58.73,21.81,57.22
8190,Madison,2020-04-09,-40.0,-12.0,,-53.0,-51.0,23.0,6.0,2.0,58.73,21.81,57.22
8191,Madison,2020-04-09,-40.0,-12.0,,-53.0,-51.0,23.0,91.0,1.0,58.73,21.81,57.22
8192,Madison,2020-04-09,-40.0,-12.0,,-53.0,-51.0,23.0,21.0,2.0,58.73,21.81,57.22
8193,Madison,2020-04-09,-40.0,-12.0,,-53.0,-51.0,23.0,47.0,0.0,58.73,21.81,57.22
8194,Madison,2020-04-09,-40.0,-12.0,,-53.0,-51.0,23.0,1.0,0.0,58.73,21.81,57.22
8195,Madison,2020-04-09,-40.0,-12.0,,-53.0,-51.0,23.0,5.0,0.0,58.73,21.81,57.22
8196,Madison,2020-04-09,,,,,-41.0,,177.0,3.0,58.73,21.81,57.22
8197,Madison,2020-04-09,,,,,-41.0,,1.0,0.0,58.73,21.81,57.22
8198,Madison,2020-04-09,,,,,-41.0,,12.0,0.0,58.73,21.81,57.22
8199,Madison,2020-04-09,,,,,-41.0,,10.0,1.0,58.73,21.81,57.22
8200,Madison,2020-04-09,,,,,-41.0,,6.0,0.0,58.73,21.81,57.22
8201,Madison,2020-04-09,,,,,-41.0,,89.0,2.0,58.73,21.81,57.22
8202,Madison,2020-04-09,,,,,-41.0,,146.0,11.0,58.73,21.81,57.22
8203,Madison,2020-04-09,,,,,-41.0,,1.0,0.0,58.73,21.81,57.22
8204,Madison,2020-04-09,,,,,-41.0,,14.0,1.0,58.73,21.81,57.22
8205,Madison,2020-04-09,,,,,-41.0,,2.0,0.0,58.73,21.81,57.22
8206,Madison,2020-04-09,,,,,-41.0,,88.0,2.0,58.73,21.81,57.22
8207,Madison,2020-04-09,,,,,-41.0,,1.0,0.0,58.73,21.81,57.22
8208,Madison,2020-04-09,,,,,-41.0,,8.0,1.0,58.73,21.81,57.22
8209,Madison,2020-04-09,,,,,-41.0,,6.0,2.0,58.73,21.81,57.22
8210,Madison,2020-04-09,,,,,-41.0,,91.0,1.0,58.73,21.81,57.22
8211,Madison,2020-04-09,,,,,-41.0,,21.0,2.0,58.73,21.81,57.22
8212,Madison,2020-04-09,,,,,-41.0,,47.0,0.0,58.73,21.81,57.22
8213,Madison,2020-04-09,,,,,-41.0,,1.0,0.0,58.73,21.81,57.22
8214,Madison,2020-04-09,,,,,-41.0,,5.0,0.0,58.73,21.81,57.22
8215,Madison,2020-04-09,-43.0,,,-16.0,-48.0,21.0,177.0,3.0,58.73,21.81,57.22
8216,Madison,2020-04-09,-43.0,,,-16.0,-48.0,21.0,1.0,0.0,58.73,21.81,57.22
8217,Madison,2020-04-09,-43.0,,,-16.0,-48.0,21.0,12.0,0.0,58.73,21.81,57.22
8218,Madison,2020-04-09,-43.0,,,-16.0,-48.0,21.0,10.0,1.0,58.73,21.81,57.22
8219,Madison,2020-04-09,-43.0,,,-16.0,-48.0,21.0,6.0,0.0,58.73,21.81,57.22
8220,Madison,2020-04-09,-43.0,,,-16.0,-48.0,21.0,89.0,2.0,58.73,21.81,57.22
8221,Madison,2020-04-09,-43.0,,,-16.0,-48.0,21.0,146.0,11.0,58.73,21.81,57.22
8222,Madison,2020-04-09,-43.0,,,-16.0,-48.0,21.0,1.0,0.0,58.73,21.81,57.22
8223,Madison,2020-04-09,-43.0,,,-16.0,-48.0,21.0,14.0,1.0,58.73,21.81,57.22
8224,Madison,2020-04-09,-43.0,,,-16.0,-48.0,21.0,2.0,0.0,58.73,21.81,57.22
8225,Madison,2020-04-09,-43.0,,,-16.0,-48.0,21.0,88.0,2.0,58.73,21.81,57.22
8226,Madison,2020-04-09,-43.0,,,-16.0,-48.0,21.0,1.0,0.0,58.73,21.81,57.22
8227,Madison,2020-04-09,-43.0,,,-16.0,-48.0,21.0,8.0,1.0,58.73,21.81,57.22
8228,Madison,2020-04-09,-43.0,,,-16.0,-48.0,21.0,6.0,2.0,58.73,21.81,57.22
8229,Madison,2020-04-09,-43.0,,,-16.0,-48.0,21.0,91.0,1.0,58.73,21.81,57.22
8230,Madison,2020-04-09,-43.0,,,-16.0,-48.0,21.0,21.0,2.0,58.73,21.81,57.22
8231,Madison,2020-04-09,-43.0,,,-16.0,-48.0,21.0,47.0,0.0,58.73,21.81,57.22
8232,Madison,2020-04-09,-43.0,,,-16.0,-48.0,21.0,1.0,0.0,58.73,21.81,57.22
8233,Madison,2020-04-09,-43.0,,,-16.0,-48.0,21.0,5.0,0.0,58.73,21.81,57.22
8234,Madison,2020-04-09,-34.0,-11.0,,-35.0,-42.0,16.0,177.0,3.0,58.73,21.81,57.22
8235,Madison,2020-04-09,-34.0,-11.0,,-35.0,-42.0,16.0,1.0,0.0,58.73,21.81,57.22
8236,Madison,2020-04-09,-34.0,-11.0,,-35.0,-42.0,16.0,12.0,0.0,58.73,21.81,57.22
8237,Madison,2020-04-09,-34.0,-11.0,,-35.0,-42.0,16.0,10.0,1.0,58.73,21.81,57.22
8238,Madison,2020-04-09,-34.0,-11.0,,-35.0,-42.0,16.0,6.0,0.0,58.73,21.81,57.22
8239,Madison,2020-04-09,-34.0,-11.0,,-35.0,-42.0,16.0,89.0,2.0,58.73,21.81,57.22
8240,Madison,2020-04-09,-34.0,-11.0,,-35.0,-42.0,16.0,146.0,11.0,58.73,21.81,57.22
