,county,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cases,deaths,driving,transit,walking
7705,Madison,2020-04-08,-33.0,-6.0,,-23.0,-48.0,14.0,2.0,0.0,54.15,19.32,57.22
7706,Madison,2020-04-08,-33.0,-6.0,,-23.0,-48.0,14.0,83.0,2.0,54.15,19.32,57.22
7707,Madison,2020-04-08,-33.0,-6.0,,-23.0,-48.0,14.0,1.0,0.0,54.15,19.32,57.22
7708,Madison,2020-04-08,-33.0,-6.0,,-23.0,-48.0,14.0,9.0,1.0,54.15,19.32,57.22
7709,Madison,2020-04-08,-33.0,-6.0,,-23.0,-48.0,14.0,6.0,2.0,54.15,19.32,57.22
7710,Madison,2020-04-08,-33.0,-6.0,,-23.0,-48.0,14.0,92.0,1.0,54.15,19.32,57.22
7711,Madison,2020-04-08,-33.0,-6.0,,-23.0,-48.0,14.0,20.0,2.0,54.15,19.32,57.22
7712,Madison,2020-04-08,-33.0,-6.0,,-23.0,-48.0,14.0,43.0,0.0,54.15,19.32,57.22
7713,Madison,2020-04-08,-33.0,-6.0,,-23.0,-48.0,14.0,5.0,0.0,54.15,19.32,57.22
7714,Madison,2020-04-08,,,,,-42.0,,165.0,2.0,54.15,19.32,57.22
7715,Madison,2020-04-08,,,,,-42.0,,1.0,0.0,54.15,19.32,57.22
7716,Madison,2020-04-08,,,,,-42.0,,12.0,0.0,54.15,19.32,57.22
7717,Madison,2020-04-08,,,,,-42.0,,10.0,1.0,54.15,19.32,57.22
7718,Madison,2020-04-08,,,,,-42.0,,4.0,0.0,54.15,19.32,57.22
7719,Madison,2020-04-08,,,,,-42.0,,82.0,2.0,54.15,19.32,57.22
7720,Madison,2020-04-08,,,,,-42.0,,143.0,11.0,54.15,19.32,57.22
7721,Madison,2020-04-08,,,,,-42.0,,1.0,0.0,54.15,19.32,57.22
7722,Madison,2020-04-08,,,,,-42.0,,14.0,1.0,54.15,19.32,57.22
7723,Madison,2020-04-08,,,,,-42.0,,2.0,0.0,54.15,19.32,57.22
7724,Madison,2020-04-08,,,,,-42.0,,83.0,2.0,54.15,19.32,57.22
7725,Madison,2020-04-08,,,,,-42.0,,1.0,0.0,54.15,19.32,57.22
7726,Madison,2020-04-08,,,,,-42.0,,9.0,1.0,54.15,19.32,57.22
7727,Madison,2020-04-08,,,,,-42.0,,6.0,2.0,54.15,19.32,57.22
7728,Madison,2020-04-08,,,,,-42.0,,92.0,1.0,54.15,19.32,57.22
7729,Madison,2020-04-08,,,,,-42.0,,20.0,2.0,54.15,19.32,57.22
7730,Madison,2020-04-08,,,,,-42.0,,43.0,0.0,54.15,19.32,57.22
7731,Madison,2020-04-08,,,,,-42.0,,5.0,0.0,54.15,19.32,57.22
7732,Madison,2020-04-08,-35.0,-5.0,,-16.0,-54.0,18.0,165.0,2.0,54.15,19.32,57.22
7733,Madison,2020-04-08,-35.0,-5.0,,-16.0,-54.0,18.0,1.0,0.0,54.15,19.32,57.22
7734,Madison,2020-04-08,-35.0,-5.0,,-16.0,-54.0,18.0,12.0,0.0,54.15,19.32,57.22
7735,Madison,2020-04-08,-35.0,-5.0,,-16.0,-54.0,18.0,10.0,1.0,54.15,19.32,57.22
7736,Madison,2020-04-08,-35.0,-5.0,,-16.0,-54.0,18.0,4.0,0.0,54.15,19.32,57.22
7737,Madison,2020-04-08,-35.0,-5.0,,-16.0,-54.0,18.0,82.0,2.0,54.15,19.32,57.22
7738,Madison,2020-04-08,-35.0,-5.0,,-16.0,-54.0,18.0,143.0,11.0,54.15,19.32,57.22
7739,Madison,2020-04-08,-35.0,-5.0,,-16.0,-54.0,18.0,1.0,0.0,54.15,19.32,57.22
7740,Madison,2020-04-08,-35.0,-5.0,,-16.0,-54.0,18.0,14.0,1.0,54.15,19.32,57.22
7741,Madison,2020-04-08,-35.0,-5.0,,-16.0,-54.0,18.0,2.0,0.0,54.15,19.32,57.22
7742,Madison,2020-04-08,-35.0,-5.0,,-16.0,-54.0,18.0,83.0,2.0,54.15,19.32,57.22
7743,Madison,2020-04-08,-35.0,-5.0,,-16.0,-54.0,18.0,1.0,0.0,54.15,19.32,57.22
7744,Madison,2020-04-08,-35.0,-5.0,,-16.0,-54.0,18.0,9.0,1.0,54.15,19.32,57.22
7745,Madison,2020-04-08,-35.0,-5.0,,-16.0,-54.0,18.0,6.0,2.0,54.15,19.32,57.22
7746,Madison,2020-04-08,-35.0,-5.0,,-16.0,-54.0,18.0,92.0,1.0,54.15,19.32,57.22
7747,Madison,2020-04-08,-35.0,-5.0,,-16.0,-54.0,18.0,20.0,2.0,54.15,19.32,57.22
7748,Madison,2020-04-08,-35.0,-5.0,,-16.0,-54.0,18.0,43.0,0.0,54.15,19.32,57.22
7749,Madison,2020-04-08,-35.0,-5.0,,-16.0,-54.0,18.0,5.0,0.0,54.15,19.32,57.22
7750,Madison,2020-04-08,-38.0,-15.0,,-32.0,-51.0,22.0,165.0,2.0,54.15,19.32,57.22
7751,Madison,2020-04-08,-38.0,-15.0,,-32.0,-51.0,22.0,1.0,0.0,54.15,19.32,57.22
7752,Madison,2020-04-08,-38.0,-15.0,,-32.0,-51.0,22.0,12.0,0.0,54.15,19.32,57.22
7753,Madison,2020-04-08,-38.0,-15.0,,-32.0,-51.0,22.0,10.0,1.0,54.15,19.32,57.22
7754,Madison,2020-04-08,-38.0,-15.0,,-32.0,-51.0,22.0,4.0,0.0,54.15,19.32,57.22
7755,Madison,2020-04-08,-38.0,-15.0,,-32.0,-51.0,22.0,82.0,2.0,54.15,19.32,57.22
7756,Madison,2020-04-08,-38.0,-15.0,,-32.0,-51.0,22.0,143.0,11.0,54.15,19.32,57.22
7757,Madison,2020-04-08,-38.0,-15.0,,-32.0,-51.0,22.0,1.0,0.0,54.15,19.32,57.22
7758,Madison,2020-04-08,-38.0,-15.0,,-32.0,-51.0,22.0,14.0,1.0,54.15,19.32,57.22
7759,Madison,2020-04-08,-38.0,-15.0,,-32.0,-51.0,22.0,2.0,0.0,54.15,19.32,57.22
7760,Madison,2020-04-08,-38.0,-15.0,,-32.0,-51.0,22.0,83.0,2.0,54.15,19.32,57.22
7761,Madison,2020-04-08,-38.0,-15.0,,-32.0,-51.0,22.0,1.0,0.0,54.15,19.32,57.22
7762,Madison,2020-04-08,-38.0,-15.0,,-32.0,-51.0,22.0,9.0,1.0,54.15,19.32,57.22
7763,Madison,2020-04-08,-38.0,-15.0,,-32.0,-51.0,22.0,6.0,2.0,54.15,19.32,57.22
7764,Madison,2020-04-08,-38.0,-15.0,,-32.0,-51.0,22.0,92.0,1.0,54.15,19.32,57.22
7765,Madison,2020-04-08,-38.0,-15.0,,-32.0,-51.0,22.0,20.0,2.0,54.15,19.32,57.22
7766,Madison,2020-04-08,-38.0,-15.0,,-32.0,-51.0,22.0,43.0,0.0,54.15,19.32,57.22
7767,Madison,2020-04-08,-38.0,-15.0,,-32.0,-51.0,22.0,5.0,0.0,54.15,19.32,57.22
7768,Madison,2020-04-08,,,,,-37.0,,165.0,2.0,54.15,19.32,57.22
7769,Madison,2020-04-08,,,,,-37.0,,1.0,0.0,54.15,19.32,57.22
7770,Madison,2020-04-08,,,,,-37.0,,12.0,0.0,54.15,19.32,57.22
7771,Madison,2020-04-08,,,,,-37.0,,10.0,1.0,54.15,19.32,57.22
7772,Madison,2020-04-08,,,,,-37.0,,4.0,0.0,54.15,19.32,57.22
7773,Madison,2020-04-08,,,,,-37.0,,82.0,2.0,54.15,19.32,57.22
7774,Madison,2020-04-08,,,,,-37.0,,143.0,11.0,54.15,19.32,57.22
7775,Madison,2020-04-08,,,,,-37.0,,1.0,0.0,54.15,19.32,57.22
7776,Madison,2020-04-08,,,,,-37.0,,14.0,1.0,54.15,19.32,57.22
7777,Madison,2020-04-08,,,,,-37.0,,2.0,0.0,54.15,19.32,57.22
7778,Madison,2020-04-08,,,,,-37.0,,83.0,2.0,54.15,19.32,57.22
7779,Madison,2020-04-08,,,,,-37.0,,1.0,0.0,54.15,19.32,57.22
7780,Madison,2020-04-08,,,,,-37.0,,9.0,1.0,54.15,19.32,57.22
7781,Madison,2020-04-08,,,,,-37.0,,6.0,2.0,54.15,19.32,57.22
7782,Madison,2020-04-08,,,,,-37.0,,92.0,1.0,54.15,19.32,57.22
7783,Madison,2020-04-08,,,,,-37.0,,20.0,2.0,54.15,19.32,57.22
7784,Madison,2020-04-08,,,,,-37.0,,43.0,0.0,54.15,19.32,57.22
7785,Madison,2020-04-08,,,,,-37.0,,5.0,0.0,54.15,19.32,57.22
7786,Madison,2020-04-08,,,,,-45.0,,165.0,2.0,54.15,19.32,57.22
7787,Madison,2020-04-08,,,,,-45.0,,1.0,0.0,54.15,19.32,57.22
7788,Madison,2020-04-08,,,,,-45.0,,12.0,0.0,54.15,19.32,57.22
7789,Madison,2020-04-08,,,,,-45.0,,10.0,1.0,54.15,19.32,57.22
7790,Madison,2020-04-08,,,,,-45.0,,4.0,0.0,54.15,19.32,57.22
7791,Madison,2020-04-08,,,,,-45.0,,82.0,2.0,54.15,19.32,57.22
7792,Madison,2020-04-08,,,,,-45.0,,143.0,11.0,54.15,19.32,57.22
7793,Madison,2020-04-08,,,,,-45.0,,1.0,0.0,54.15,19.32,57.22
7794,Madison,2020-04-08,,,,,-45.0,,14.0,1.0,54.15,19.32,57.22
7795,Madison,2020-04-08,,,,,-45.0,,2.0,0.0,54.15,19.32,57.22
7796,Madison,2020-04-08,,,,,-45.0,,83.0,2.0,54.15,19.32,57.22
7797,Madison,2020-04-08,,,,,-45.0,,1.0,0.0,54.15,19.32,57.22
7798,Madison,2020-04-08,,,,,-45.0,,9.0,1.0,54.15,19.32,57.22
7799,Madison,2020-04-08,,,,,-45.0,,6.0,2.0,54.15,19.32,57.22
7800,Madison,2020-04-08,,,,,-45.0,,92.0,1.0,54.15,19.32,57.22
7801,Madison,2020-04-08,,,,,-45.0,,20.0,2.0,54.15,19.32,57.22
7802,Madison,2020-04-08,,,,,-45.0,,43.0,0.0,54.15,19.32,57.22
7803,Madison,2020-04-08,,,,,-45.0,,5.0,0.0,54.15,19.32,57.22
7804,Madison,2020-04-08,-36.0,-11.0,,,-27.0,11.0,165.0,2.0,54.15,19.32,57.22
7805,Madison,2020-04-08,-36.0,-11.0,,,-27.0,11.0,1.0,0.0,54.15,19.32,57.22
7806,Madison,2020-04-08,-36.0,-11.0,,,-27.0,11.0,12.0,0.0,54.15,19.32,57.22
7807,Madison,2020-04-08,-36.0,-11.0,,,-27.0,11.0,10.0,1.0,54.15,19.32,57.22
7808,Madison,2020-04-08,-36.0,-11.0,,,-27.0,11.0,4.0,0.0,54.15,19.32,57.22
7809,Madison,2020-04-08,-36.0,-11.0,,,-27.0,11.0,82.0,2.0,54.15,19.32,57.22
7810,Madison,2020-04-08,-36.0,-11.0,,,-27.0,11.0,143.0,11.0,54.15,19.32,57.22
7811,Madison,2020-04-08,-36.0,-11.0,,,-27.0,11.0,1.0,0.0,54.15,19.32,57.22
7812,Madison,2020-04-08,-36.0,-11.0,,,-27.0,11.0,14.0,1.0,54.15,19.32,57.22
7813,Madison,2020-04-08,-36.0,-11.0,,,-27.0,11.0,2.0,0.0,54.15,19.32,57.22
7814,Madison,2020-04-08,-36.0,-11.0,,,-27.0,11.0,83.0,2.0,54.15,19.32,57.22
7815,Madison,2020-04-08,-36.0,-11.0,,,-27.0,11.0,1.0,0.0,54.15,19.32,57.22
7816,Madison,2020-04-08,-36.0,-11.0,,,-27.0,11.0,9.0,1.0,54.15,19.32,57.22
7817,Madison,2020-04-08,-36.0,-11.0,,,-27.0,11.0,6.0,2.0,54.15,19.32,57.22
7818,Madison,2020-04-08,-36.0,-11.0,,,-27.0,11.0,92.0,1.0,54.15,19.32,57.22
7819,Madison,2020-04-08,-36.0,-11.0,,,-27.0,11.0,20.0,2.0,54.15,19.32,57.22
7820,Madison,2020-04-08,-36.0,-11.0,,,-27.0,11.0,43.0,0.0,54.15,19.32,57.22
7821,Madison,2020-04-08,-36.0,-11.0,,,-27.0,11.0,5.0,0.0,54.15,19.32,57.22
7822,Madison,2020-04-08,-40.0,-12.0,,-42.0,-50.0,20.0,165.0,2.0,54.15,19.32,57.22
7823,Madison,2020-04-08,-40.0,-12.0,,-42.0,-50.0,20.0,1.0,0.0,54.15,19.32,57.22
7824,Madison,2020-04-08,-40.0,-12.0,,-42.0,-50.0,20.0,12.0,0.0,54.15,19.32,57.22
7825,Madison,2020-04-08,-40.0,-12.0,,-42.0,-50.0,20.0,10.0,1.0,54.15,19.32,57.22
7826,Madison,2020-04-08,-40.0,-12.0,,-42.0,-50.0,20.0,4.0,0.0,54.15,19.32,57.22
7827,Madison,2020-04-08,-40.0,-12.0,,-42.0,-50.0,20.0,82.0,2.0,54.15,19.32,57.22
7828,Madison,2020-04-08,-40.0,-12.0,,-42.0,-50.0,20.0,143.0,11.0,54.15,19.32,57.22
7829,Madison,2020-04-08,-40.0,-12.0,,-42.0,-50.0,20.0,1.0,0.0,54.15,19.32,57.22
7830,Madison,2020-04-08,-40.0,-12.0,,-42.0,-50.0,20.0,14.0,1.0,54.15,19.32,57.22
7831,Madison,2020-04-08,-40.0,-12.0,,-42.0,-50.0,20.0,2.0,0.0,54.15,19.32,57.22
7832,Madison,2020-04-08,-40.0,-12.0,,-42.0,-50.0,20.0,83.0,2.0,54.15,19.32,57.22
7833,Madison,2020-04-08,-40.0,-12.0,,-42.0,-50.0,20.0,1.0,0.0,54.15,19.32,57.22
7834,Madison,2020-04-08,-40.0,-12.0,,-42.0,-50.0,20.0,9.0,1.0,54.15,19.32,57.22
7835,Madison,2020-04-08,-40.0,-12.0,,-42.0,-50.0,20.0,6.0,2.0,54.15,19.32,57.22
7836,Madison,2020-04-08,-40.0,-12.0,,-42.0,-50.0,20.0,92.0,1.0,54.15,19.32,57.22
7837,Madison,2020-04-08,-40.0,-12.0,,-42.0,-50.0,20.0,20.0,2.0,54.15,19.32,57.22
7838,Madison,2020-04-08,-40.0,-12.0,,-42.0,-50.0,20.0,43.0,0.0,54.15,19.32,57.22
7839,Madison,2020-04-08,-40.0,-12.0,,-42.0,-50.0,20.0,5.0,0.0,54.15,19.32,57.22
7840,Madison,2020-04-08,,,,,-42.0,,165.0,2.0,54.15,19.32,57.22
7841,Madison,2020-04-08,,,,,-42.0,,1.0,0.0,54.15,19.32,57.22
7842,Madison,2020-04-08,,,,,-42.0,,12.0,0.0,54.15,19.32,57.22
7843,Madison,2020-04-08,,,,,-42.0,,10.0,1.0,54.15,19.32,57.22
7844,Madison,2020-04-08,,,,,-42.0,,4.0,0.0,54.15,19.32,57.22
7845,Madison,2020-04-08,,,,,-42.0,,82.0,2.0,54.15,19.32,57.22
7846,Madison,2020-04-08,,,,,-42.0,,143.0,11.0,54.15,19.32,57.22
7847,Madison,2020-04-08,,,,,-42.0,,1.0,0.0,54.15,19.32,57.22
7848,Madison,2020-04-08,,,,,-42.0,,14.0,1.0,54.15,19.32,57.22
7849,Madison,2020-04-08,,,,,-42.0,,2.0,0.0,54.15,19.32,57.22
7850,Madison,2020-04-08,,,,,-42.0,,83.0,2.0,54.15,19.32,57.22
7851,Madison,2020-04-08,,,,,-42.0,,1.0,0.0,54.15,19.32,57.22
7852,Madison,2020-04-08,,,,,-42.0,,9.0,1.0,54.15,19.32,57.22
7853,Madison,2020-04-08,,,,,-42.0,,6.0,2.0,54.15,19.32,57.22
7854,Madison,2020-04-08,,,,,-42.0,,92.0,1.0,54.15,19.32,57.22
7855,Madison,2020-04-08,,,,,-42.0,,20.0,2.0,54.15,19.32,57.22
7856,Madison,2020-04-08,,,,,-42.0,,43.0,0.0,54.15,19.32,57.22
7857,Madison,2020-04-08,,,,,-42.0,,5.0,0.0,54.15,19.32,57.22
7858,Madison,2020-04-08,,,,-18.0,-48.0,18.0,165.0,2.0,54.15,19.32,57.22
7859,Madison,2020-04-08,,,,-18.0,-48.0,18.0,1.0,0.0,54.15,19.32,57.22
7860,Madison,2020-04-08,,,,-18.0,-48.0,18.0,12.0,0.0,54.15,19.32,57.22
7861,Madison,2020-04-08,,,,-18.0,-48.0,18.0,10.0,1.0,54.15,19.32,57.22
7862,Madison,2020-04-08,,,,-18.0,-48.0,18.0,4.0,0.0,54.15,19.32,57.22
7863,Madison,2020-04-08,,,,-18.0,-48.0,18.0,82.0,2.0,54.15,19.32,57.22
7864,Madison,2020-04-08,,,,-18.0,-48.0,18.0,143.0,11.0,54.15,19.32,57.22
7865,Madison,2020-04-08,,,,-18.0,-48.0,18.0,1.0,0.0,54.15,19.32,57.22
7866,Madison,2020-04-08,,,,-18.0,-48.0,18.0,14.0,1.0,54.15,19.32,57.22
7867,Madison,2020-04-08,,,,-18.0,-48.0,18.0,2.0,0.0,54.15,19.32,57.22
7868,Madison,2020-04-08,,,,-18.0,-48.0,18.0,83.0,2.0,54.15,19.32,57.22
7869,Madison,2020-04-08,,,,-18.0,-48.0,18.0,1.0,0.0,54.15,19.32,57.22
7870,Madison,2020-04-08,,,,-18.0,-48.0,18.0,9.0,1.0,54.15,19.32,57.22
7871,Madison,2020-04-08,,,,-18.0,-48.0,18.0,6.0,2.0,54.15,19.32,57.22
7872,Madison,2020-04-08,,,,-18.0,-48.0,18.0,92.0,1.0,54.15,19.32,57.22
7873,Madison,2020-04-08,,,,-18.0,-48.0,18.0,20.0,2.0,54.15,19.32,57.22
7874,Madison,2020-04-08,,,,-18.0,-48.0,18.0,43.0,0.0,54.15,19.32,57.22
7875,Madison,2020-04-08,,,,-18.0,-48.0,18.0,5.0,0.0,54.15,19.32,57.22
7876,Madison,2020-04-08,-36.0,-8.0,,-31.0,-41.0,15.0,165.0,2.0,54.15,19.32,57.22
7877,Madison,2020-04-08,-36.0,-8.0,,-31.0,-41.0,15.0,1.0,0.0,54.15,19.32,57.22
7878,Madison,2020-04-08,-36.0,-8.0,,-31.0,-41.0,15.0,12.0,0.0,54.15,19.32,57.22
7879,Madison,2020-04-08,-36.0,-8.0,,-31.0,-41.0,15.0,10.0,1.0,54.15,19.32,57.22
7880,Madison,2020-04-08,-36.0,-8.0,,-31.0,-41.0,15.0,4.0,0.0,54.15,19.32,57.22
7881,Madison,2020-04-08,-36.0,-8.0,,-31.0,-41.0,15.0,82.0,2.0,54.15,19.32,57.22
7882,Madison,2020-04-08,-36.0,-8.0,,-31.0,-41.0,15.0,143.0,11.0,54.15,19.32,57.22
7883,Madison,2020-04-08,-36.0,-8.0,,-31.0,-41.0,15.0,1.0,0.0,54.15,19.32,57.22
7884,Madison,2020-04-08,-36.0,-8.0,,-31.0,-41.0,15.0,14.0,1.0,54.15,19.32,57.22
7885,Madison,2020-04-08,-36.0,-8.0,,-31.0,-41.0,15.0,2.0,0.0,54.15,19.32,57.22
7886,Madison,2020-04-08,-36.0,-8.0,,-31.0,-41.0,15.0,83.0,2.0,54.15,19.32,57.22
7887,Madison,2020-04-08,-36.0,-8.0,,-31.0,-41.0,15.0,1.0,0.0,54.15,19.32,57.22
7888,Madison,2020-04-08,-36.0,-8.0,,-31.0,-41.0,15.0,9.0,1.0,54.15,19.32,57.22
7889,Madison,2020-04-08,-36.0,-8.0,,-31.0,-41.0,15.0,6.0,2.0,54.15,19.32,57.22
7890,Madison,2020-04-08,-36.0,-8.0,,-31.0,-41.0,15.0,92.0,1.0,54.15,19.32,57.22
7891,Madison,2020-04-08,-36.0,-8.0,,-31.0,-41.0,15.0,20.0,2.0,54.15,19.32,57.22
7892,Madison,2020-04-08,-36.0,-8.0,,-31.0,-41.0,15.0,43.0,0.0,54.15,19.32,57.22
7893,Madison,2020-04-08,-36.0,-8.0,,-31.0,-41.0,15.0,5.0,0.0,54.15,19.32,57.22
7894,Madison,2020-04-08,,,,,-26.0,,165.0,2.0,54.15,19.32,57.22
7895,Madison,2020-04-08,,,,,-26.0,,1.0,0.0,54.15,19.32,57.22
7896,Madison,2020-04-08,,,,,-26.0,,12.0,0.0,54.15,19.32,57.22
7897,Madison,2020-04-08,,,,,-26.0,,10.0,1.0,54.15,19.32,57.22
7898,Madison,2020-04-08,,,,,-26.0,,4.0,0.0,54.15,19.32,57.22
7899,Madison,2020-04-08,,,,,-26.0,,82.0,2.0,54.15,19.32,57.22
7900,Madison,2020-04-08,,,,,-26.0,,143.0,11.0,54.15,19.32,57.22
7901,Madison,2020-04-08,,,,,-26.0,,1.0,0.0,54.15,19.32,57.22
7902,Madison,2020-04-08,,,,,-26.0,,14.0,1.0,54.15,19.32,57.22
7903,Madison,2020-04-08,,,,,-26.0,,2.0,0.0,54.15,19.32,57.22
7904,Madison,2020-04-08,,,,,-26.0,,83.0,2.0,54.15,19.32,57.22
7905,Madison,2020-04-08,,,,,-26.0,,1.0,0.0,54.15,19.32,57.22
7906,Madison,2020-04-08,,,,,-26.0,,9.0,1.0,54.15,19.32,57.22
7907,Madison,2020-04-08,,,,,-26.0,,6.0,2.0,54.15,19.32,57.22
7908,Madison,2020-04-08,,,,,-26.0,,92.0,1.0,54.15,19.32,57.22
7909,Madison,2020-04-08,,,,,-26.0,,20.0,2.0,54.15,19.32,57.22
7910,Madison,2020-04-08,,,,,-26.0,,43.0,0.0,54.15,19.32,57.22
7911,Madison,2020-04-08,,,,,-26.0,,5.0,0.0,54.15,19.32,57.22
7912,Madison,2020-04-08,,,,,-39.0,,165.0,2.0,54.15,19.32,57.22
7913,Madison,2020-04-08,,,,,-39.0,,1.0,0.0,54.15,19.32,57.22
7914,Madison,2020-04-08,,,,,-39.0,,12.0,0.0,54.15,19.32,57.22
7915,Madison,2020-04-08,,,,,-39.0,,10.0,1.0,54.15,19.32,57.22
7916,Madison,2020-04-08,,,,,-39.0,,4.0,0.0,54.15,19.32,57.22
7917,Madison,2020-04-08,,,,,-39.0,,82.0,2.0,54.15,19.32,57.22
7918,Madison,2020-04-08,,,,,-39.0,,143.0,11.0,54.15,19.32,57.22
7919,Madison,2020-04-08,,,,,-39.0,,1.0,0.0,54.15,19.32,57.22
7920,Madison,2020-04-08,,,,,-39.0,,14.0,1.0,54.15,19.32,57.22
7921,Madison,2020-04-08,,,,,-39.0,,2.0,0.0,54.15,19.32,57.22
7922,Madison,2020-04-08,,,,,-39.0,,83.0,2.0,54.15,19.32,57.22
7923,Madison,2020-04-08,,,,,-39.0,,1.0,0.0,54.15,19.32,57.22
7924,Madison,2020-04-08,,,,,-39.0,,9.0,1.0,54.15,19.32,57.22
7925,Madison,2020-04-08,,,,,-39.0,,6.0,2.0,54.15,19.32,57.22
7926,Madison,2020-04-08,,,,,-39.0,,92.0,1.0,54.15,19.32,57.22
7927,Madison,2020-04-08,,,,,-39.0,,20.0,2.0,54.15,19.32,57.22
7928,Madison,2020-04-08,,,,,-39.0,,43.0,0.0,54.15,19.32,57.22
7929,Madison,2020-04-08,,,,,-39.0,,5.0,0.0,54.15,19.32,57.22
7930,Madison,2020-04-09,-42.0,-10.0,1.0,-46.0,-55.0,23.0,177.0,3.0,58.73,21.81,57.22
7931,Madison,2020-04-09,-42.0,-10.0,1.0,-46.0,-55.0,23.0,1.0,0.0,58.73,21.81,57.22
7932,Madison,2020-04-09,-42.0,-10.0,1.0,-46.0,-55.0,23.0,12.0,0.0,58.73,21.81,57.22
7933,Madison,2020-04-09,-42.0,-10.0,1.0,-46.0,-55.0,23.0,10.0,1.0,58.73,21.81,57.22
7934,Madison,2020-04-09,-42.0,-10.0,1.0,-46.0,-55.0,23.0,6.0,0.0,58.73,21.81,57.22
7935,Madison,2020-04-09,-42.0,-10.0,1.0,-46.0,-55.0,23.0,89.0,2.0,58.73,21.81,57.22
7936,Madison,2020-04-09,-42.0,-10.0,1.0,-46.0,-55.0,23.0,146.0,11.0,58.73,21.81,57.22
7937,Madison,2020-04-09,-42.0,-10.0,1.0,-46.0,-55.0,23.0,1.0,0.0,58.73,21.81,57.22
7938,Madison,2020-04-09,-42.0,-10.0,1.0,-46.0,-55.0,23.0,14.0,1.0,58.73,21.81,57.22
7939,Madison,2020-04-09,-42.0,-10.0,1.0,-46.0,-55.0,23.0,2.0,0.0,58.73,21.81,57.22
7940,Madison,2020-04-09,-42.0,-10.0,1.0,-46.0,-55.0,23.0,88.0,2.0,58.73,21.81,57.22
7941,Madison,2020-04-09,-42.0,-10.0,1.0,-46.0,-55.0,23.0,1.0,0.0,58.73,21.81,57.22
7942,Madison,2020-04-09,-42.0,-10.0,1.0,-46.0,-55.0,23.0,8.0,1.0,58.73,21.81,57.22
7943,Madison,2020-04-09,-42.0,-10.0,1.0,-46.0,-55.0,23.0,6.0,2.0,58.73,21.81,57.22
7944,Madison,2020-04-09,-42.0,-10.0,1.0,-46.0,-55.0,23.0,91.0,1.0,58.73,21.81,57.22
7945,Madison,2020-04-09,-42.0,-10.0,1.0,-46.0,-55.0,23.0,21.0,2.0,58.73,21.81,57.22
7946,Madison,2020-04-09,-42.0,-10.0,1.0,-46.0,-55.0,23.0,47.0,0.0,58.73,21.81,57.22
7947,Madison,2020-04-09,-42.0,-10.0,1.0,-46.0,-55.0,23.0,1.0,0.0,58.73,21.81,57.22
7948,Madison,2020-04-09,-42.0,-10.0,1.0,-46.0,-55.0,23.0,5.0,0.0,58.73,21.81,57.22
7949,Madison,2020-04-09,,,,,-39.0,,177.0,3.0,58.73,21.81,57.22
7950,Madison,2020-04-09,,,,,-39.0,,1.0,0.0,58.73,21.81,57.22
7951,Madison,2020-04-09,,,,,-39.0,,12.0,0.0,58.73,21.81,57.22
7952,Madison,2020-04-09,,,,,-39.0,,10.0,1.0,58.73,21.81,57.22
7953,Madison,2020-04-09,,,,,-39.0,,6.0,0.0,58.73,21.81,57.22
7954,Madison,2020-04-09,,,,,-39.0,,89.0,2.0,58.73,21.81,57.22
7955,Madison,2020-04-09,,,,,-39.0,,146.0,11.0,58.73,21.81,57.22
7956,Madison,2020-04-09,,,,,-39.0,,1.0,0.0,58.73,21.81,57.22
7957,Madison,2020-04-09,,,,,-39.0,,14.0,1.0,58.73,21.81,57.22
7958,Madison,2020-04-09,,,,,-39.0,,2.0,0.0,58.73,21.81,57.22
7959,Madison,2020-04-09,,,,,-39.0,,88.0,2.0,58.73,21.81,57.22
7960,Madison,2020-04-09,,,,,-39.0,,1.0,0.0,58.73,21.81,57.22
7961,Madison,2020-04-09,,,,,-39.0,,8.0,1.0,58.73,21.81,57.22
7962,Madison,2020-04-09,,,,,-39.0,,6.0,2.0,58.73,21.81,57.22
7963,Madison,2020-04-09,,,,,-39.0,,91.0,1.0,58.73,21.81,57.22
7964,Madison,2020-04-09,,,,,-39.0,,21.0,2.0,58.73,21.81,57.22
7965,Madison,2020-04-09,,,,,-39.0,,47.0,0.0,58.73,21.81,57.22
7966,Madison,2020-04-09,,,,,-39.0,,1.0,0.0,58.73,21.81,57.22
7967,Madison,2020-04-09,,,,,-39.0,,5.0,0.0,58.73,21.81,57.22
7968,Madison,2020-04-09,,,,-33.0,-29.0,,177.0,3.0,58.73,21.81,57.22
7969,Madison,2020-04-09,,,,-33.0,-29.0,,1.0,0.0,58.73,21.81,57.22
7970,Madison,2020-04-09,,,,-33.0,-29.0,,12.0,0.0,58.73,21.81,57.22
7971,Madison,2020-04-09,,,,-33.0,-29.0,,10.0,1.0,58.73,21.81,57.22
7972,Madison,2020-04-09,,,,-33.0,-29.0,,6.0,0.0,58.73,21.81,57.22
7973,Madison,2020-04-09,,,,-33.0,-29.0,,89.0,2.0,58.73,21.81,57.22
7974,Madison,2020-04-09,,,,-33.0,-29.0,,146.0,11.0,58.73,21.81,57.22
7975,Madison,2020-04-09,,,,-33.0,-29.0,,1.0,0.0,58.73,21.81,57.22
